"","filename","trialID","director","speaker","trial_value","trial_start","trial_end","trial_length","sign_start","sign_end","sign_length","sign_value","sign_notes","iconic","signOrigin","T0Check","CandidateUnderstanding","TryMarked","Indexicality","Teach","T_minus_1","T0","week","session","part1","part2","originalSignLabel","speakerName","inventedBy","IX","OS","LW","SE","freq_week_1_total","freq_week_4_total","freq_week4_withinColour","prop_week4_withinColour"
"377","Colour_game_01_3_Indonesia-India_After_one_week.eaf",1,1,2,"14",136429,139441,3012,137630,138321,691,"GREEN-CHEST","OS",NA,"ISL",TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,1,"3","Indonesia","India","GREEN(ISL)","India","Indonesia",FALSE,TRUE,FALSE,FALSE,16,12,0,0
"378","Colour_game_01_3_Indonesia-India_After_one_week.eaf",1,1,2,"14",136429,139441,3012,138321,139407,1086,"CORRECT",NA,NA,NA,TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,1,"3","Indonesia","India","CORRECT","India","Indonesia",FALSE,FALSE,FALSE,FALSE,3,6,0,0
"447","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",6,1,1,"14",183677,187591,3914,183687,185554,1867,"GREEN-CHEST","OS",NA,"ISL",FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","GREEN(ISL)","Jordan","Indonesia",FALSE,TRUE,FALSE,FALSE,16,12,0,0
"449","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",6,1,2,"14",183677,187591,3914,185464,186809,1345,"GREEN-NSL","OS",NA,"NSL",TRUE,"Yes",FALSE,"no",FALSE,FALSE,TRUE,1,"3","Jordan","Nepal","GREEN(NSL)","Nepal","Indonesia",FALSE,TRUE,FALSE,FALSE,13,0,0,0
"448","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",6,1,1,"14",183677,187591,3914,186503,187385,882,"GREEN-NSL","OS",NA,"NSL",FALSE,"No",FALSE,"no",TRUE,FALSE,FALSE,1,"3","Jordan","Nepal","GREEN(NSL)","Jordan","Indonesia",FALSE,TRUE,FALSE,FALSE,13,0,0,0
"402","Colour_game_01_3_Indonesia-India_After_one_week.eaf",17,1,1,"1",307041,310413,3372,307123,308504,1381,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","RED(frontlet) ","Indonesia","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"404","Colour_game_01_3_Indonesia-India_After_one_week.eaf",17,1,2,"1",307041,310413,3372,308023,308555,532,"RED(FRONTLET)","OS",NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Indonesia","India","RED(frontlet) ","India","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"403","Colour_game_01_3_Indonesia-India_After_one_week.eaf",17,1,1,"1",307041,310413,3372,309893,310393,500,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","RED(frontlet) ","Indonesia","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"450","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",8,1,1,"6",353890,356592,2702,353906,356494,2588,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","WHITE","Jordan","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,0,0
"459","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",24,2,2,"5",386058,398178,12120,386124,387921,1797,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,TRUE,FALSE,1,"3","Jordan","Nepal","'back of one's hand'","Nepal","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"460","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",24,2,2,"5",386058,398178,12120,388459,390355,1896,"THE DOOR","SE",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"3","Jordan","Nepal","DOOR-YESTERDAY-the DOOR","Nepal","Nepal",FALSE,FALSE,FALSE,TRUE,3,0,0,0
"461","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",24,2,2,"5",386058,398178,12120,390362,392115,1753,"THE DOOR","SE",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"3","Jordan","Nepal","-the DOOR","Nepal","Nepal",FALSE,FALSE,FALSE,TRUE,3,0,0,0
"462","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",24,2,2,"5",386058,398178,12120,392136,392837,701,"IX:DOOR","IX",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","door","Nepal","Nepal",TRUE,FALSE,FALSE,FALSE,4,0,0,0
"463","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",24,2,2,"5",386058,398178,12120,392837,394724,1887,"THE DOOR","SE",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"3","Jordan","Nepal","the DOOR","Nepal","Nepal",FALSE,FALSE,FALSE,TRUE,3,0,0,0
"464","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",24,2,2,"5",386058,398178,12120,394733,394922,189,"IX:DOOR","IX",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","DOOR","Nepal","Nepal",TRUE,FALSE,FALSE,FALSE,4,0,0,0
"465","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",24,2,2,"5",386058,398178,12120,394922,395764,842,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","SAME","Nepal","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"466","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",24,2,1,"5",386058,398178,12120,397410,398110,700,"IX:WATCH","IX",NA,NA,TRUE,"Yes",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Jordan","Nepal","watch","Jordan","Jordan",TRUE,FALSE,FALSE,FALSE,2,5,0,0
"379","Colour_game_01_3_Indonesia-India_After_one_week.eaf",4,1,1,"24",430635,464155,33520,430764,433564,2800,"FLOWER","LW",NA,NA,FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"3","Indonesia","India","FLOWER","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"380","Colour_game_01_3_Indonesia-India_After_one_week.eaf",4,1,1,"24",430635,464155,33520,439285,440619,1334,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"3","Indonesia","India","RED(mouth)","Indonesia","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"387","Colour_game_01_3_Indonesia-India_After_one_week.eaf",4,1,2,"24",430635,464155,33520,443034,446320,3286,"FLOWER","LW",NA,NA,TRUE,"Yes",FALSE,"no",FALSE,FALSE,TRUE,1,"3","Indonesia","India","FLOWER","India","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"381","Colour_game_01_3_Indonesia-India_After_one_week.eaf",4,1,1,"24",430635,464155,33520,444085,446180,2095,"FLOWER","LW",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Indonesia","India","FLOWER","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"382","Colour_game_01_3_Indonesia-India_After_one_week.eaf",4,1,1,"24",430635,464155,33520,450060,451632,1572,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"3","Indonesia","India","RED(mouth)","Indonesia","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"383","Colour_game_01_3_Indonesia-India_After_one_week.eaf",4,1,1,"24",430635,464155,33520,451727,452441,714,"BRIGHT",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","BRIGHT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"384","Colour_game_01_3_Indonesia-India_After_one_week.eaf",4,1,1,"24",430635,464155,33520,454012,454441,429,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","DARK","Indonesia","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"388","Colour_game_01_3_Indonesia-India_After_one_week.eaf",4,1,2,"24",430635,464155,33520,455843,456891,1048,"FLOWER","LW",NA,NA,TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,1,"3","Indonesia","India","FLOWER","India","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"385","Colour_game_01_3_Indonesia-India_After_one_week.eaf",4,1,1,"24",430635,464155,33520,456107,457773,1666,"BRIGHT",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","BRIGHT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"386","Colour_game_01_3_Indonesia-India_After_one_week.eaf",4,1,1,"24",430635,464155,33520,458011,459916,1905,"FLOWER","LW",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Indonesia","India","FLOWER","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"458","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",23,2,2,"7",527236,528132,896,527251,528147,896,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","BLACK","Nepal","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,0,0
"440","Colour_game_01_3_Indonesia-India_After_one_week.eaf",28,2,2,"7",527463,532113,4650,527511,528097,586,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,TRUE,FALSE,1,"3","Indonesia","India","BLACK","India","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,0,0
"442","Colour_game_01_3_Indonesia-India_After_one_week.eaf",28,2,1,"7",527463,532113,4650,528597,529226,629,"BLACK","OS",NA,NA,TRUE,"No",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"3","Indonesia","India","BLACK","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,0,0
"443","Colour_game_01_3_Indonesia-India_After_one_week.eaf",28,2,1,"7",527463,532113,4650,530360,530810,450,"BLACK","OS",NA,NA,TRUE,"Yes",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"3","Indonesia","India","BLACK","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,0,0
"441","Colour_game_01_3_Indonesia-India_After_one_week.eaf",28,2,2,"7",527463,532113,4650,530362,531184,822,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,TRUE,FALSE,1,"3","Indonesia","India","BLACK","India","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,0,0
"444","Colour_game_01_3_Indonesia-India_After_one_week.eaf",28,2,1,"7",527463,532113,4650,530810,531086,276,"CORRECT",NA,NA,NA,TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,1,"3","Indonesia","India","CORRECT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,3,6,0,0
"445","Colour_game_01_3_Indonesia-India_After_one_week.eaf",28,2,1,"7",527463,532113,4650,531086,532022,936,"BLACK","OS",NA,NA,TRUE,"Yes",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"3","Indonesia","India","BLACK","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,0,0
"451","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",11,1,1,"24",549932,552132,2200,549932,552132,2200,"FLOWER","LW",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","FLOWER","Jordan","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"470","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",31,2,1,"24",550090,558164,8074,549932,552132,2200,"FLOWER","LW",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","FLOWER","Jordan","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"452","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",11,1,2,"24",549932,552132,2200,550083,550636,553,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","RED(frontlet) ","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"471","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",31,2,2,"24",550090,558164,8074,550083,550636,553,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","RED(frontlet) ","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"453","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",11,1,2,"24",549932,552132,2200,550666,552991,2325,"FLOWER","LW",NA,NA,FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","FLOWER","Nepal","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"472","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",31,2,2,"24",550090,558164,8074,550666,552991,2325,"FLOWER","LW",NA,NA,FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","FLOWER","Nepal","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"473","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",31,2,2,"24",550090,558164,8074,552997,554977,1980,"FLOWER","LW",NA,NA,FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","FLOWER","Nepal","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"474","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",31,2,2,"24",550090,558164,8074,555000,555493,493,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","RED(frontlet) ","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"476","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",31,2,2,"24",550090,558164,8074,556700,558178,1478,"FLOWER","LW",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","FLOWER","Nepal","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"389","Colour_game_01_3_Indonesia-India_After_one_week.eaf",7,1,1,"6",643559,646647,3088,643554,644665,1111,"WHITE"," OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"3","Indonesia","India","WHITE","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,0,0
"390","Colour_game_01_3_Indonesia-India_After_one_week.eaf",7,1,2,"6",643559,646647,3088,645325,646570,1245,"WHITE","OS",NA,NA,TRUE,"No",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"3","Indonesia","India","WHITE","India","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,0,0
"405","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,661394,662981,1587,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,TRUE,FALSE,1,"3","Indonesia","India","'back of one's hand'","India","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"406","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,663429,665679,2250,"TREE-STRUT","LW",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"3","Indonesia","India","TREE-STRUT","India","India",FALSE,FALSE,TRUE,FALSE,3,0,0,0
"407","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,665712,667662,1950,"TREE-STRUT","LW",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"3","Indonesia","India","TREE-STRUT","India","India",FALSE,FALSE,TRUE,FALSE,3,0,0,0
"418","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,665983,667246,1263,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,TRUE,"No",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"3","Indonesia","India","'back of one's hand'","Indonesia","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"408","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,667712,671245,3533,"STRUT+IX","LW",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"3","Indonesia","India","STRUT+IX","India","India",FALSE,FALSE,TRUE,FALSE,2,0,0,0
"419","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,670201,672901,2700,"STRUT",NA,NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Indonesia","India","STRUT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,2,0,0,0
"409","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,671287,671780,493,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Indonesia","India","SAME","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"410","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,671780,672056,276,"IX:FOREST","IX",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","forest","India","Indonesia",TRUE,FALSE,FALSE,FALSE,6,0,0,0
"411","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,672056,674123,2067,"STRUT+IX","LW",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","STRUT+IX","India","India",FALSE,FALSE,TRUE,FALSE,2,0,0,0
"412","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,674123,675060,937,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,TRUE,FALSE,1,"3","Indonesia","India","'back of one's hand'","India","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"420","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,675106,675397,291,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,TRUE,"No",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"3","Indonesia","India","'back of one's hand'","Indonesia","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"421","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,675397,677326,1929,"DARK",NA,NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Indonesia","India","DARK","Indonesia","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"422","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,678700,680900,2200,"IX:ARM","IX",NA,NA,TRUE,"Yes",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"3","Indonesia","India","arm","Indonesia","India",TRUE,FALSE,FALSE,FALSE,7,0,0,0
"413","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,681156,684306,3150,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"3","Indonesia","India","'back of one's hand'","India","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"423","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,681405,682476,1071,"DARK",NA,NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Indonesia","India","DARK","Indonesia","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"424","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,683604,686090,2486,"DARK#FACE",NA,NA,NA,TRUE,"Yes",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"3","Indonesia","India","DARK#FACE","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"414","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,684439,684656,217,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Indonesia","India","SAME","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"415","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,684656,685338,682,"IX:DOOR","IX",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","door","India","Nepal",TRUE,FALSE,FALSE,FALSE,4,0,0,0
"425","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,687497,688013,516,"IX:WALL","IX",NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Indonesia","India","wall","Indonesia","Nepal",TRUE,FALSE,FALSE,FALSE,4,1,0,0
"426","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,688013,688639,626,"SAME",NA,NA,NA,TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,1,"3","Indonesia","India","SAME","Indonesia","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"427","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,688639,689758,1119,"IX:WALL","IX",NA,NA,TRUE,"Yes",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Indonesia","India","wall","Indonesia","Nepal",TRUE,FALSE,FALSE,FALSE,4,1,0,0
"416","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,692150,696400,4250,"TREE-STRUT","LW",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"3","Indonesia","India","TREE-STRUT","India","India",FALSE,FALSE,TRUE,FALSE,3,0,0,0
"428","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,695450,697100,1650,"STRUT",NA,NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Indonesia","India","STRUT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,2,0,0,0
"429","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,699556,699884,328,"IX:DOOR","IX",NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Indonesia","India","door","Indonesia","Nepal",TRUE,FALSE,FALSE,FALSE,4,0,0,0
"430","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,699941,703089,3148,"DARK",NA,NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Indonesia","India","DARK","Indonesia","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"431","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,703277,704834,1557,"IX:FACE#DARK","IX",NA,NA,TRUE,"No",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"3","Indonesia","India","FACE#DARK","Indonesia","Indonesia",TRUE,FALSE,FALSE,FALSE,2,0,0,0
"417","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,2,"5",660908,711364,50456,705948,708571,2623,"TREE",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","TREE","India","Nepal",FALSE,FALSE,FALSE,FALSE,6,0,0,0
"432","Colour_game_01_3_Indonesia-India_After_one_week.eaf",20,2,1,"5",660908,711364,50456,707316,711087,3771,"DARK-CIRCLES AROUND THE EYES",NA,NA,NA,TRUE,"Yes",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"3","Indonesia","India","dark-circles around the eyes","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"433","Colour_game_01_3_Indonesia-India_After_one_week.eaf",24,2,2,"18",974899,981201,6302,974907,976657,1750,"YELLOW(ISL)","OS",NA,"ISL",FALSE,"No",TRUE,"no",FALSE,TRUE,FALSE,1,"3","Indonesia","India","YELLOW(ISL)","India","India",FALSE,TRUE,FALSE,FALSE,7,6,0,0
"439","Colour_game_01_3_Indonesia-India_After_one_week.eaf",24,2,1,"18",974899,981201,6302,975306,976700,1394,"YELLOW(ISL)","OS",NA,"",TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,1,"3","Indonesia","India","YELLOW(ISL)","Indonesia","India",FALSE,TRUE,FALSE,FALSE,7,6,0,0
"434","Colour_game_01_3_Indonesia-India_After_one_week.eaf",24,2,2,"18",974899,981201,6302,976657,977615,958,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Indonesia","India","SAME","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"435","Colour_game_01_3_Indonesia-India_After_one_week.eaf",24,2,2,"18",974899,981201,6302,977647,978084,437,"IX:SKY","IX",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","sky","India","India",TRUE,FALSE,FALSE,FALSE,5,0,0,0
"436","Colour_game_01_3_Indonesia-India_After_one_week.eaf",24,2,2,"18",974899,981201,6302,978105,979417,1312,"SUN",NA,NA,NA,FALSE,"No",TRUE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","SUN","India","Indonesia",FALSE,FALSE,FALSE,FALSE,5,4,0,0
"437","Colour_game_01_3_Indonesia-India_After_one_week.eaf",24,2,2,"18",974899,981201,6302,979417,980105,688,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Indonesia","India","SAME","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"438","Colour_game_01_3_Indonesia-India_After_one_week.eaf",24,2,2,"18",974899,981201,6302,980105,981147,1042,"SUN",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","SUN","India","Indonesia",FALSE,FALSE,FALSE,FALSE,5,4,0,0
"391","Colour_game_01_3_Indonesia-India_After_one_week.eaf",9,1,1,"18",1002400,1012390,9990,1002370,1003350,980,"IX:CHAIR","IX",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Indonesia","India","chair","Indonesia","Indonesia",TRUE,FALSE,FALSE,FALSE,1,0,0,0
"392","Colour_game_01_3_Indonesia-India_After_one_week.eaf",9,1,1,"18",1002400,1012390,9990,1003645,1004319,674,"YELLOW(ISL)","OS",NA,"ISL",FALSE,"No",FALSE,"no",TRUE,TRUE,FALSE,1,"3","Indonesia","India","YELLOW(ISL)","Indonesia","India",FALSE,TRUE,FALSE,FALSE,7,6,0,0
